miRNA,SRR12344552_trim_joined
Hsa-Mir-1343_3p,0.0
Hsa-Mir-1343_5p*,0.0
Hsa-Mir-134_3p*,0.0
Hsa-Mir-134_5p,10.3468
Hsa-Mir-135-P1_3p*,0.0
Hsa-Mir-135-P1_5p/135-P2_5p,0.0
Hsa-Mir-135-P2_3p*,0.0
Hsa-Mir-135-P3_3p*,0.0
Hsa-Mir-135-P3_5p,0.0
Hsa-Mir-136-v1_3p/136-v2_3p,31.3638
Hsa-Mir-136-v1_5p*/136-v2_5p*,6.7901
Hsa-Mir-137-P1_3p,0.0
Hsa-Mir-137-P1_5p*,0.0
Hsa-Mir-138-P1_3p*,0.0
Hsa-Mir-138-P1_5p/138-P2_5p,0.0
Hsa-Mir-138-P2_3p*,0.0
Hsa-Mir-139_3p,0.0
Hsa-Mir-139_5p,14.2269
Hsa-Mir-140-v1_3p/140-v2_3p,1568.5156
Hsa-Mir-140-v1_5p*/140-v2_5p*,26.5138
Hsa-Mir-142-P1-v1_3p*/142-P1-v2_3p/142-P1-v3_3p,352.7624
Hsa-Mir-142-P1-v1_5p/142-P1-v2_5p*/142-P1-v3_5p*,19699.7284
Hsa-Mir-143_3p,5087.4097
Hsa-Mir-143_5p*,0.0
Hsa-Mir-144-v1_3p*/144-v2_3p*,5206.075
Hsa-Mir-144-v1_5p/144-v2_5p,1430.7734
Hsa-Mir-145_3p*,51.7342
Hsa-Mir-145_5p,18.4303
Hsa-Mir-146-P1_3p*,5.4968
Hsa-Mir-146-P1_5p,1809.7262
Hsa-Mir-146-P2_3p*,37.8306
Hsa-Mir-146-P2_5p,641.5038
Hsa-Mir-147-v1_3p/147-v2_3p,0.0
Hsa-Mir-147-v1_5p*/147-v2_5p*,0.0
Hsa-Mir-148-P1_3p,5021.4487
Hsa-Mir-148-P1_5p*,27.1604
Hsa-Mir-148-P2_3p,391.8864
Hsa-Mir-148-P2_5p*,32.9805
Hsa-Mir-148-P3_3p,48.1775
Hsa-Mir-148-P3_5p*,0.0
Hsa-Mir-149_3p*,0.0
Hsa-Mir-149_5p,0.0
Hsa-Mir-15-P1a_3p*,2.2634
Hsa-Mir-15-P1a_5p,6153.4572
Hsa-Mir-15-P1b_3p*,148.4124
Hsa-Mir-15-P1b_5p,181.7163
Hsa-Mir-15-P1c_3p*,0.0
Hsa-Mir-15-P1c_5p,9.0535
Hsa-Mir-15-P1d_3p*,168.7828
Hsa-Mir-15-P1d_5p,20.6937
Hsa-Mir-15-P2a_3p*,1.94
Hsa-Mir-15-P2a_5p/15-P2b_5p,77605.794
Hsa-Mir-15-P2b_3p*,2062.577
Hsa-Mir-15-P2c_3p*,5.4968
Hsa-Mir-15-P2c_5p,10.9935
Hsa-Mir-15-P2d_3p*,0.0
Hsa-Mir-15-P2d_5p,0.0
Hsa-Mir-150_3p*,34.5972
Hsa-Mir-150_5p,1303.378
Hsa-Mir-153-P1_3p/153-P2_3p,1.6167
Hsa-Mir-153-P1_5p*,2.2634
Hsa-Mir-153-P2_5p*,0.0
Hsa-Mir-154-P10_3p,0.0
Hsa-Mir-154-P10_5p,0.0
Hsa-Mir-154-P12_3p,52.7042
Hsa-Mir-154-P12_5p*,0.0
Hsa-Mir-154-P13_3p*,0.0
Hsa-Mir-154-P13_5p,26.1904
Hsa-Mir-154-P14_3p*,0.0
Hsa-Mir-154-P14_5p,4.8501
Hsa-Mir-154-P15_3p*,0.0
Hsa-Mir-154-P15_5p,5.1734
Hsa-Mir-154-P16_3p,4.2034
Hsa-Mir-154-P16_5p,0.0
Hsa-Mir-154-P17_3p,5.8201
Hsa-Mir-154-P17_5p*,0.0
Hsa-Mir-154-P18_3p,3.2334
Hsa-Mir-154-P18_5p*,0.0
Hsa-Mir-154-P19_3p,1.2934
Hsa-Mir-154-P19_5p*,0.0
Hsa-Mir-154-P1_3p,0.0
Hsa-Mir-154-P1_5p,0.0
Hsa-Mir-154-P2-v1_3p/154-P2-v2_3p*,0.0
Hsa-Mir-154-P2-v1_5p*/154-P2-v2_5p,0.0
Hsa-Mir-154-P20-v1_3p,0.0
Hsa-Mir-154-P20-v1_5p*/154-P20-v2_5p*,0.0
Hsa-Mir-154-P20-v2_3p,1.2934
Hsa-Mir-154-P21_3p,3.2334
Hsa-Mir-154-P21_5p*,0.0
Hsa-Mir-154-P22_3p,5.4968
Hsa-Mir-154-P22_5p*,0.0
Hsa-Mir-154-P23_3p,84.068
Hsa-Mir-154-P23_5p*,7.1134
Hsa-Mir-154-P24_3p,0.0
Hsa-Mir-154-P24_5p*,0.0
Hsa-Mir-154-P25_3p,0.0
Hsa-Mir-154-P25_5p*,0.0
Hsa-Mir-154-P26_3p,0.0
Hsa-Mir-154-P26_5p*,0.0
Hsa-Mir-154-P27_3p,7.1134
Hsa-Mir-154-P27_5p*,0.0
Hsa-Mir-154-P28a_3p/154-P28b_3p,2.2634
Hsa-Mir-154-P28a_5p*/154-P28b_5p,0.0
Hsa-Mir-154-P29_3p,0.0
Hsa-Mir-154-P29_5p*,0.0
Hsa-Mir-154-P30_3p,4.5267
Hsa-Mir-154-P30_5p*,0.0
Hsa-Mir-154-P36_3p,173.9562
Hsa-Mir-154-P36_5p*,2.91
Hsa-Mir-154-P3a-v1_3p/154-P3a-v2_3p,3.8801
Hsa-Mir-154-P3a-v1_5p*/154-P3a-v2_5p*,0.0
Hsa-Mir-154-P3b_3p,8.0835
Hsa-Mir-154-P3b_5p*,0.0
Hsa-Mir-154-P4a_3p/154-P4b_3p,0.0
Hsa-Mir-154-P4a_5p*/154-P4b_5p*,0.0
Hsa-Mir-154-P5_3p,7.1134
Hsa-Mir-154-P5_5p,3.5567
Hsa-Mir-154-P6_3p,1.94
Hsa-Mir-154-P6_5p,0.0
Hsa-Mir-154-P7_3p*,0.97
Hsa-Mir-154-P7_5p,0.0
Hsa-Mir-154-P8_3p,1.6167
Hsa-Mir-154-P8_5p,0.0
Hsa-Mir-154-P9_3p,21.017
Hsa-Mir-154-P9_5p*,0.0
Hsa-Mir-155_3p*,0.0
Hsa-Mir-155_5p,64.3444
Hsa-Mir-17-P1a_3p*,88.9181
Hsa-Mir-17-P1a_5p/17-P1b_5p,363.4326
Hsa-Mir-17-P1b_3p*,2.2634
Hsa-Mir-17-P2a_3p*,79.5413
Hsa-Mir-17-P2a_5p,44.6207
Hsa-Mir-17-P2b_3p*,5.1734
Hsa-Mir-17-P2b_5p,10.6702
Hsa-Mir-17-P3a_3p*,3.5567
Hsa-Mir-17-P3a_5p,199.8233
Hsa-Mir-17-P3b_3p*,0.0
Hsa-Mir-17-P3b_5p,44.6207
Hsa-Mir-17-P4_3p,1280.4209
Hsa-Mir-17-P4_5p,741.4154
Hsa-Mir-17-P5_3p*,30.3938
Hsa-Mir-17-P5_5p,6148.6071
Hsa-Mir-181-P1a_3p*,31.0405
Hsa-Mir-181-P1a_5p/181-P1b_5p,12320.1712
Hsa-Mir-181-P1b_3p*,72.1045
Hsa-Mir-181-P1c_3p*,37.8306
Hsa-Mir-181-P1c_5p,214.0502
Hsa-Mir-181-P2a_3p*,0.0
Hsa-Mir-181-P2a_5p/181-P2b_5p,256.7309
Hsa-Mir-181-P2b_3p*,4.8501
Hsa-Mir-181-P2c_3p*,0.0
Hsa-Mir-181-P2c_5p,26.5138
Hsa-Mir-184_3p,0.0
Hsa-Mir-184_5p*,0.0
Hsa-Mir-185_3p*,24.8971
Hsa-Mir-185_5p,30.0705
Hsa-Mir-186_3p*,0.0
Hsa-Mir-186_5p,4946.4341
Hsa-Mir-187_3p,0.0
Hsa-Mir-187_5p*,0.0
Hsa-Mir-188-P1_3p*,0.0
Hsa-Mir-188-P1_5p,6.4668
Hsa-Mir-188-P2_3p*,18.7536
Hsa-Mir-188-P2_5p,947.3821
Hsa-Mir-188-P3_3p*,0.0
Hsa-Mir-188-P3_5p,165.8727
Hsa-Mir-19-P1_3p,227.307
Hsa-Mir-19-P1_5p*,0.0
Hsa-Mir-19-P2a_3p/19-P2b_3p,825.1601
Hsa-Mir-19-P2a_5p*,0.0
Hsa-Mir-19-P2b_5p*,0.0
Hsa-Mir-190-P1_3p*,0.0
Hsa-Mir-190-P1_5p,18.107
Hsa-Mir-190-P2_3p*,0.0
Hsa-Mir-190-P2_5p,6.1434
Hsa-Mir-1908_3p*,0.0
Hsa-Mir-1908_5p,0.0
Hsa-Mir-191-v1_3p*/191-v2_3p*,31.3638
Hsa-Mir-191-v1_5p/191-v2_5p,12155.2685
Hsa-Mir-1910_3p,0.0
Hsa-Mir-1910_5p*,3.5567
Hsa-Mir-1911_3p*,0.0
Hsa-Mir-1911_5p,0.0
Hsa-Mir-1912_3p,0.0
Hsa-Mir-1912_5p*,0.0
Hsa-Mir-1913_3p*,0.0
Hsa-Mir-1913_5p,0.0
Hsa-Mir-1914_3p*,0.0
Hsa-Mir-1914_5p,0.0
Hsa-Mir-1915_3p*,0.0
Hsa-Mir-1915_5p,0.0
Hsa-Mir-192-P1_3p*,0.0
Hsa-Mir-192-P1_5p/192-P2_5p,7882.6721
Hsa-Mir-192-P2_3p*,0.0
Hsa-Mir-193-P1a_3p*,0.0
Hsa-Mir-193-P1a_5p,0.0
Hsa-Mir-193-P1b_3p,3.2334
Hsa-Mir-193-P1b_5p,12.2869
Hsa-Mir-193-P2a-v1_3p/193-P2a-v2_3p/193-P2b_3p,5.4968
Hsa-Mir-193-P2a-v1_5p/193-P2a-v2_5p,0.0
Hsa-Mir-193-P2b_5p*,0.0
Hsa-Mir-194-P1_3p*,6.7901
Hsa-Mir-194-P1_5p/194-P2_5p,104.4384
Hsa-Mir-194-P2_3p*,0.0
Hsa-Mir-196-P1_3p*,0.0
Hsa-Mir-196-P1_5p/196-P2_5p,0.0
Hsa-Mir-196-P2_3p*,0.0
Hsa-Mir-196-P3_3p*,0.0
Hsa-Mir-196-P3_5p,18.107
Hsa-Mir-197_3p,96.3549
Hsa-Mir-197_5p*,16.1669
Hsa-Mir-199-P1-v1_3p/199-P1-v2_3p/199-P1-v3_3p/199-P2-v1_3p/199-P2-v2_3p/199-P2-v3_3p/199-P3-v1_3p/199-P3-v2_3p/199-P3-v3_3p,710.0516
Hsa-Mir-199-P1-v1_5p*/199-P1-v2_5p*/199-P1-v3_5p*/199-P2-v1_5p*/199-P2-v2_5p*/199-P2-v3_5p*,40.4173
Hsa-Mir-199-P3-v1_5p*/199-P3-v2_5p*/199-P3-v3_5p*,32.3339
Hsa-Mir-202_3p,0.0
Hsa-Mir-202_5p,0.0
Hsa-Mir-203-v1_3p/203-v2_3p,55.9376
Hsa-Mir-203-v1_5p*/203-v2_5p*,0.0
Hsa-Mir-204-P1_3p*,6.1434
Hsa-Mir-204-P1_5p,13.2569
Hsa-Mir-204-P2_3p*,0.0
Hsa-Mir-204-P2_5p,1.6167
Hsa-Mir-205-P1_3p*,0.0
Hsa-Mir-205-P1_5p,13.2569
Hsa-Mir-208-P1_3p,0.0
Hsa-Mir-208-P1_5p*,0.0
Hsa-Mir-208-P2_3p,14.2269
Hsa-Mir-208-P2_5p*,0.0
Hsa-Mir-210_3p,179.7763
Hsa-Mir-210_5p*,0.0
Hsa-Mir-2114_3p,0.0
Hsa-Mir-2114_5p,0.0
Hsa-Mir-2115_3p,0.0
Hsa-Mir-2115_5p*,0.0
Hsa-Mir-2116_3p,4.8501
Hsa-Mir-2116_5p*,0.0
Hsa-Mir-214_3p,3.5567
Hsa-Mir-214_5p*,6.7901
Hsa-Mir-216-P1a_3p*,0.0
Hsa-Mir-216-P1a_5p,5.1734
Hsa-Mir-216-P1b_3p*,0.0
Hsa-Mir-216-P1b_5p,0.0
Hsa-Mir-217-v1_3p*/217-v2_3p*,0.0
Hsa-Mir-217-v1_5p/217-v2_5p,3.5567
Hsa-Mir-218-P1_3p*,0.0
Hsa-Mir-218-P1_5p/218-P2_5p,3.5567
Hsa-Mir-218-P2_3p*,0.0
Hsa-Mir-219-P1_3p*,9.7002
Hsa-Mir-219-P1_5p/219-P2_5p*,2.5867
Hsa-Mir-219-P2_3p,2.91
Hsa-Mir-21_3p*,389.2997
Hsa-Mir-21_5p,4443.3192
Hsa-Mir-22-P1a_3p,33373.0716
Hsa-Mir-22-P1a_5p*,23.6037
Hsa-Mir-221-P1_3p,714.9017
Hsa-Mir-221-P1_5p*,8.0835
Hsa-Mir-221-P2_3p,663.4908
Hsa-Mir-221-P2_5p*,0.0
Hsa-Mir-223_3p,3423.5092
Hsa-Mir-223_5p*,60.4643
Hsa-Mir-224_3p*,0.0
Hsa-Mir-224_5p,14.8736
Hsa-Mir-2276_3p,0.0
Hsa-Mir-2276_5p*,0.0
Hsa-Mir-2277_3p*,0.0
Hsa-Mir-2277_5p,7.7601
Hsa-Mir-2278-v1_3p*/2278-v2_3p*,0.0
Hsa-Mir-2278-v1_5p/2278-v2_5p,0.0
Hsa-Mir-23-P1_3p,431.3337
Hsa-Mir-23-P1_5p*,0.0
Hsa-Mir-23-P2_3p,128.6888
Hsa-Mir-23-P2_5p*,0.0
Hsa-Mir-2355_3p,0.0
Hsa-Mir-2355_5p,8.4068
Hsa-Mir-24-P1_3p/24-P2_3p,229.8938
Hsa-Mir-24-P1_5p*,11.6402
Hsa-Mir-24-P2_5p*,2.91
Hsa-Mir-2467_3p,0.0
Hsa-Mir-2467_5p*,3.8801
Hsa-Mir-26-P1_3p*,0.97
Hsa-Mir-26-P1_5p/26-P2_5p,11307.1513
Hsa-Mir-26-P2_3p*,7.4368
Hsa-Mir-26-P3_3p*,50.4408
Hsa-Mir-26-P3_5p,3269.6001
Hsa-Mir-2681_3p,0.0
Hsa-Mir-2681_5p,0.0
Hsa-Mir-27-P1_3p/27-P2_3p,5618.3317
Hsa-Mir-27-P1_5p*,1.94
Hsa-Mir-27-P2_5p*,8.4068
Hsa-Mir-28-P1_3p,1369.339
Hsa-Mir-28-P1_5p*,80.8347
Hsa-Mir-28-P2_3p,2660.4301
Hsa-Mir-28-P2_5p,923.7784
Hsa-Mir-28-P3_3p*,8.0835
Hsa-Mir-28-P3_5p,0.0
Hsa-Mir-29-P1a_3p,410.64
Hsa-Mir-29-P1a_5p*,0.0
Hsa-Mir-29-P1b_3p,207.5834
Hsa-Mir-29-P1b_5p*,2.2634
Hsa-Mir-29-P2a_3p/29-P2b-v1_3p/29-P2b-v2_3p,31.3638
Hsa-Mir-29-P2a_5p*,0.0
Hsa-Mir-29-P2b-v1_5p*/29-P2b-v2_5p*,13.2569
Hsa-Mir-296_3p*,0.0
Hsa-Mir-296_5p,0.0
Hsa-Mir-30-P1a_3p*,20.6937
Hsa-Mir-30-P1a_5p,1310.4914
Hsa-Mir-30-P1b_3p*,127.3954
Hsa-Mir-30-P1b_5p,6987.3474
Hsa-Mir-30-P1c_3p*,18.4303
Hsa-Mir-30-P1c_5p,6541.4635
Hsa-Mir-30-P2a_3p*,7.4368
Hsa-Mir-30-P2a_5p/30-P2b_5p/30-P2c_5p,458.4942
Hsa-Mir-30-P2b_3p*,10.0235
Hsa-Mir-30-P2c_3p*,2.2634
Hsa-Mir-3059_3p*,0.0
Hsa-Mir-3059_5p,0.0
Hsa-Mir-3085_3p,0.0
Hsa-Mir-3085_5p*,0.0
Hsa-Mir-3121_3p,0.0
Hsa-Mir-3121_5p*,0.0
Hsa-Mir-3126_3p*,0.0
Hsa-Mir-3126_5p,0.0
Hsa-Mir-3127_3p*,0.0
Hsa-Mir-3127_5p,18.107
Hsa-Mir-3130_3p*,0.0
Hsa-Mir-3130_5p,13.9036
Hsa-Mir-3136_3p*,0.0
Hsa-Mir-3136_5p,9.0535
Hsa-Mir-3138_3p,0.0
Hsa-Mir-3138_5p*,0.0
Hsa-Mir-3140_3p,5.4968
Hsa-Mir-3140_5p*,0.0
Hsa-Mir-3144-v1_3p*/3144-v2_3p*,0.0
Hsa-Mir-3144-v1_5p/3144-v2_5p,0.0
Hsa-Mir-3145_3p,0.0
Hsa-Mir-3145_5p*,0.0
Hsa-Mir-3146_3p,0.0
Hsa-Mir-3146_5p*,0.0
Hsa-Mir-3150_3p,0.0
Hsa-Mir-3150_5p*,0.0
Hsa-Mir-3163_3p,0.0
Hsa-Mir-3163_5p,7.4368
Hsa-Mir-3164_3p,0.0
Hsa-Mir-3164_5p*,0.0
Hsa-Mir-3171_3p*,0.0
Hsa-Mir-3171_5p,0.0
Hsa-Mir-3173_3p*,0.0
Hsa-Mir-3173_5p,13.9036
Hsa-Mir-3174_3p*,0.0
Hsa-Mir-3174_5p,5.8201
Hsa-Mir-3179-P1_3p/3179-P2_3p/3179-P3_3p/3179-P4_3p,0.0
Hsa-Mir-3179-P1_5p*/3179-P2_5p*/3179-P3_5p*/3179-P4_5p*,0.0
Hsa-Mir-3180-P1_3p/3180-P2_3p/3180-P3_3p,0.0
Hsa-Mir-3180-P1_5p/3180-P2_5p/3180-P3_5p,0.0
Hsa-Mir-3186_3p,0.0
Hsa-Mir-3186_5p*,0.0
Hsa-Mir-3187_3p,0.0
Hsa-Mir-3187_5p*,0.0
Hsa-Mir-3194_3p,0.0
Hsa-Mir-3194_5p,0.0
Hsa-Mir-31_3p*,0.0
Hsa-Mir-31_5p,6.7901
Hsa-Mir-3200_3p,15.1969
Hsa-Mir-3200_5p*,30.7172
Hsa-Mir-324_3p*,44.6207
Hsa-Mir-324_5p,29.7472
Hsa-Mir-325_3p,0.0
Hsa-Mir-325_5p*,0.0
Hsa-Mir-326_3p,0.0
Hsa-Mir-326_5p*,0.0
Hsa-Mir-328_3p,80.8347
Hsa-Mir-328_5p*,0.0
Hsa-Mir-32_3p*,2.5867
Hsa-Mir-32_5p,205.32
Hsa-Mir-33-P1_3p*,0.0
Hsa-Mir-33-P1_5p,3.8801
Hsa-Mir-33-P2_3p*,0.0
Hsa-Mir-33-P2_5p,45.2674
Hsa-Mir-330-v1_3p/330-v2_3p,14.5502
Hsa-Mir-330-v1_5p*/330-v2_5p*,4.2034
Hsa-Mir-331_3p,21.3403
Hsa-Mir-331_5p*,50.1175
Hsa-Mir-335_3p*,47.8541
Hsa-Mir-335_5p,131.2755
Hsa-Mir-337_3p,2.2634
Hsa-Mir-337_5p*,0.0
Hsa-Mir-338-P1_3p,25.2204
Hsa-Mir-338-P1_5p*,17.1369
Hsa-Mir-339_3p,95.7082
Hsa-Mir-339_5p,28.4538
Hsa-Mir-34-P1_3p*,0.0
Hsa-Mir-34-P1_5p,7.1134
Hsa-Mir-34-P2a_3p*,0.0
Hsa-Mir-34-P2a_5p,0.0
Hsa-Mir-34-P2b_3p*,0.0
Hsa-Mir-34-P2b_5p,1.94
Hsa-Mir-34-P3a_3p*,0.0
Hsa-Mir-34-P3a_5p/34-P3b_5p,0.0
Hsa-Mir-34-P3b_3p*,0.0
Hsa-Mir-34-P3c_3p*,0.0
Hsa-Mir-34-P3c_5p,1.2934
Hsa-Mir-340_3p*,4.5267
Hsa-Mir-340_5p,260.6109
Hsa-Mir-342_3p,159.4059
Hsa-Mir-342_5p*,38.154
Hsa-Mir-345_3p*,0.0
Hsa-Mir-345_5p,287.448
Hsa-Mir-346_3p*,0.0
Hsa-Mir-346_5p,0.0
Hsa-Mir-3605_3p,31.0405
Hsa-Mir-3605_5p,28.1305
Hsa-Mir-361-v1_3p*/361-v2_3p,91.5048
Hsa-Mir-361-v1_5p/361-v2_5p*,71.7812
Hsa-Mir-3611_3p,0.0
Hsa-Mir-3611_5p*,0.0
Hsa-Mir-3612_3p*,0.0
Hsa-Mir-3612_5p,0.0
Hsa-Mir-3613_3p*,7.4368
Hsa-Mir-3613_5p,21.987
Hsa-Mir-3614_3p*,0.0
Hsa-Mir-3614_5p,17.1369
Hsa-Mir-3617_3p*,0.0
Hsa-Mir-3617_5p,0.0
Hsa-Mir-3619_3p*,0.0
Hsa-Mir-3619_5p,0.0
Hsa-Mir-362-P1_3p*,16.4903
Hsa-Mir-362-P1_5p,1.6167
Hsa-Mir-362-P2_3p/362-P4_3p,162.9627
Hsa-Mir-362-P2_5p*/362-P5_5p,4.8501
Hsa-Mir-362-P3_3p,141.299
Hsa-Mir-362-P3_5p*,1.2934
Hsa-Mir-362-P4_5p*,0.0
Hsa-Mir-362-P5_3p*,0.0
Hsa-Mir-3622_3p*,0.0
Hsa-Mir-3622_5p,0.0
Hsa-Mir-3663_3p,0.0
Hsa-Mir-3663_5p*,0.0
Hsa-Mir-3667_3p*,0.0
Hsa-Mir-3667_5p,0.0
Hsa-Mir-3681_3p*,0.0
Hsa-Mir-3681_5p,0.0
Hsa-Mir-3690_3p*,0.0
Hsa-Mir-3690_5p,4.8501
Hsa-Mir-370_3p,5.8201
Hsa-Mir-370_5p*,0.0
Hsa-Mir-374-P1_3p,36.2139
Hsa-Mir-374-P1_5p,91.5048
Hsa-Mir-374-P2_3p*,2.2634
Hsa-Mir-374-P2_5p,60.4643
Hsa-Mir-375_3p,384.773
Hsa-Mir-375_5p*,0.0
Hsa-Mir-376-P1_3p/376-P2_3p/376-P3_3p,1.2934
Hsa-Mir-376-P1_5p*,0.0
Hsa-Mir-376-P2_5p*,0.0
Hsa-Mir-376-P3_5p*/376-P4_5p*,0.0
Hsa-Mir-376-P4_3p,2.91
Hsa-Mir-378_3p,1052.7905
Hsa-Mir-378_5p*,4.2034
Hsa-Mir-383_3p*,0.0
Hsa-Mir-383_5p,0.0
Hsa-Mir-3909_3p,23.6037
Hsa-Mir-3909_5p*,0.0
Hsa-Mir-3918_3p*,0.0
